num_idade;des_sexo;des_status_associado;des_segmento;des_subsegmento;des_nivel_risco;des_assoc_desde;n_de_produtos;resposta_nps;classificacao_nps;faixa_idade;faixa_produtos;Assunto;Sentimento
60;M;ATIVO;AG;Médio Produtor;BAIXO 2;ATÉ 12 MESES;2;6;DETRATORES;56-70;1-4;Disponibilidade contato;negativo
54;M;ATIVO;AG;Médio Produtor;MÉDIO 1;DE 1 A 2 ANOS;2;2;DETRATORES;46-55;1-4;Cordialidade;neutro
21;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;4;6;DETRATORES;<25;1-4;Rentabilidade;positivo
33;M;ATIVO;PF;PF II;MÉDIO 1;DE 6 A 10 ANOS;8;0;DETRATORES;25-35;5-9;Troca de gerente;negativo
32;F;ATIVO;PF;PF I;MÉDIO 1;DE 6 A 10 ANOS;9;3;DETRATORES;25-35;5-9;Atendimento em geral;positivo
39;M;ATIVO;PF;PF II;ALTO 2;DE 11 A 15 ANOS;6;2;DETRATORES;36-45;5-9;Cartão de Crédito;positivo
35;M;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;8;6;DETRATORES;36-45;5-9;Funcionamento App;negativo
34;F;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;4;6;DETRATORES;25-35;1-4;Facilidade ou Burocracia;negativo
37;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;2;0;DETRATORES;36-45;1-4;Funcionamento App;negativo
32;M;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;2;4;DETRATORES;25-35;1-4;Satisfação geral;positivo
30;F;INATIVO;PF;PF III;MÉDIO 1;DE 3 A 5 ANOS;0;0;DETRATORES;25-35;0;Personalização e Proximidade;positivo
33;F;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;3;5;DETRATORES;25-35;1-4;Conta Corrente ou Poupança;neutro
34;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;5;3;DETRATORES;25-35;5-9;Rentabilidade;negativo
29;M;ATIVO;PF;PF IV;BAIXO 2;DE 1 A 2 ANOS;4;0;DETRATORES;25-35;1-4;Retorno solicitações;positivo
20;M;ATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;0;0;DETRATORES;<25;0;Conta Corrente ou Poupança;negativo
29;M;ATIVO;PF;PF II;DEFAULT;DE 6 A 10 ANOS;3;5;DETRATORES;25-35;1-4;Atendimento em geral;negativo
30;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;7;5;DETRATORES;25-35;5-9;Crédito, Empréstimo ou Financiamento;negativo
42;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;7;2;DETRATORES;36-45;5-9;Atendimento em geral;negativo
25;M;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;3;5;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;negativo
32;M;INATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;0;0;DETRATORES;25-35;0;Facilidade ou Burocracia;negativo
34;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;3;4;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;neutro
34;F;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;3;0;DETRATORES;25-35;1-4;Principalidade;negativo
40;M;INATIVO;PF;PF II;BAIXO 2;DE 11 A 15 ANOS;0;4;DETRATORES;36-45;0;Comparação com outras IFs;negativo
39;M;ATIVO;PF;PF IV;BAIXO 2;DE 3 A 5 ANOS;0;5;DETRATORES;36-45;0;Assertividade ou Orientação;negativo
25;F;ATIVO;PF;PF II;ALTO 1;DE 3 A 5 ANOS;2;5;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;neutro
39;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;2;5;DETRATORES;36-45;1-4;Tempo ou Agilidade atendimento;negativo
43;M;ATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;3;0;DETRATORES;36-45;1-4;Cordialidade;negativo
31;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;1;0;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;neutro
24;F;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;4;5;DETRATORES;<25;1-4;Cordialidade;negativo
38;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;8;4;DETRATORES;36-45;5-9;Uso App;negativo
41;F;ATIVO;PF;PF III;DEFAULT;DE 3 A 5 ANOS;5;2;DETRATORES;36-45;5-9;Retorno solicitações;negativo
35;F;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;5;6;DETRATORES;36-45;5-9;Funcionamento App;negativo
22;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;7;0;DETRATORES;<25;5-9;Crédito, Empréstimo ou Financiamento;negativo
36;F;ATIVO;PF;PF II;ALTÍSSIMO;DE 6 A 10 ANOS;6;5;DETRATORES;36-45;5-9;Retorno solicitações;negativo
31;F;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;7;6;DETRATORES;25-35;5-9;Outros;neutro
38;M;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;1;5;DETRATORES;36-45;1-4;Atendimento em geral;negativo
41;F;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;5;5;DETRATORES;36-45;5-9;Funcionamento App;negativo
28;M;ATIVO;AG;Familiar;BAIXO 1;DE 6 A 10 ANOS;7;5;DETRATORES;25-35;5-9;Facilidade ou Burocracia;negativo
19;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;0;1;DETRATORES;<25;0;Funcionamento App;negativo
19;M;ATIVO;PF;PF I;MÉDIO 1;DE 6 A 10 ANOS;8;5;DETRATORES;<25;5-9;Principalidade;neutro
35;M;ATIVO;PF;PF III;DEFAULT;DE 11 A 15 ANOS;0;0;DETRATORES;36-45;0;Atendimento em geral;negativo
27;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;1;5;DETRATORES;25-35;1-4;Cartão de Crédito;neutro
28;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 1 A 2 ANOS;1;0;DETRATORES;25-35;1-4;Seguros;negativo
48;M;ATIVO;AG;Familiar;MÉDIO 1;ATÉ 12 MESES;0;6;DETRATORES;46-55;0;Principalidade;neutro
36;M;ATIVO;PF;PF IV;ALTÍSSIMO;DE 3 A 5 ANOS;3;5;DETRATORES;36-45;1-4;Uso App;negativo
37;F;ATIVO;PF;PF II;MÉDIO 1;DE 1 A 2 ANOS;2;5;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;negativo
30;F;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;5;6;DETRATORES;25-35;5-9;Benefícios;positivo
56;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;2;4;DETRATORES;56-70;1-4;Conta Corrente ou Poupança;negativo
35;M;ATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;3;6;DETRATORES;36-45;1-4;Funcionalidades;neutro
26;F;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;6;0;DETRATORES;25-35;5-9;Disponibilidade contato;negativo
28;M;ATIVO;PF;PF II;MÉDIO 1;DE 6 A 10 ANOS;6;6;DETRATORES;25-35;5-9;Crédito, Empréstimo ou Financiamento;neutro
19;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;3;5;DETRATORES;<25;1-4;Crédito, Empréstimo ou Financiamento;negativo
33;M;ATIVO;AG;Familiar;BAIXO 1;ATÉ 12 MESES;9;0;DETRATORES;25-35;5-9;Atendimento em geral;negativo
43;M;ATIVO;AG;Familiar;BAIXO 1;DE 6 A 10 ANOS;3;0;DETRATORES;36-45;1-4;Facilidade ou Burocracia;negativo
42;F;ATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;4;5;DETRATORES;36-45;1-4;Facilidade ou Burocracia;negativo
42;M;ATIVO;PF;PF III;ALTÍSSIMO;DE 3 A 5 ANOS;1;5;DETRATORES;36-45;1-4;Facilidade ou Burocracia;negativo
28;F;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;5;6;DETRATORES;25-35;5-9;Principalidade;neutro
37;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;6;2;DETRATORES;36-45;5-9;Disponibilidade contato;negativo
38;F;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;7;0;DETRATORES;36-45;5-9;Facilidade ou Burocracia;negativo
35;F;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;5;6;DETRATORES;36-45;5-9;Uso App;negativo
49;M;ATIVO;PF;PF III;BAIXÍSSIMO;A PARTIR DE 15 ANOS;8;3;DETRATORES;46-55;5-9;Facilidade ou Burocracia;negativo
27;M;ATIVO;PF;PF III;MÉDIO 2;DE 3 A 5 ANOS;7;5;DETRATORES;25-35;5-9;Uso App;neutro
28;M;ATIVO;PF;PF III;MÉDIO 1;DE 11 A 15 ANOS;6;5;DETRATORES;25-35;5-9;Funcionamento App;negativo
33;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;3;6;DETRATORES;25-35;1-4;Comparação com outras IFs;negativo
29;F;ATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;6;5;DETRATORES;25-35;5-9;Cartão de Crédito;negativo
36;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;5;4;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;positivo
25;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;4;6;DETRATORES;25-35;1-4;Uso App;negativo
28;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;6;DETRATORES;25-35;5-9;Facilidade ou Burocracia;negativo
43;M;ATIVO;PF;PF III;MÉDIO 1;DE 11 A 15 ANOS;8;5;DETRATORES;36-45;5-9;Facilidade ou Burocracia;negativo
47;M;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 6 A 10 ANOS;8;0;DETRATORES;46-55;5-9;Atendimento em geral;negativo
25;F;ATIVO;PF;PF I;ALTO 1;ATÉ 12 MESES;2;5;DETRATORES;25-35;1-4;Uso App;neutro
43;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 3 A 5 ANOS;4;2;DETRATORES;36-45;1-4;Cordialidade;positivo
44;M;ATIVO;AG;Familiar;MÉDIO 1;DE 6 A 10 ANOS;9;1;DETRATORES;36-45;5-9;Benefícios;negativo
25;M;ATIVO;PF;PF II;MÉDIO 2;DE 6 A 10 ANOS;4;5;DETRATORES;25-35;1-4;Facilidade ou Burocracia;negativo
31;F;ATIVO;PF;PF IV;MÉDIO 1;ATÉ 12 MESES;4;0;DETRATORES;25-35;1-4;Facilidade ou Burocracia;negativo
39;M;ATIVO;AG;Médio Produtor;MÉDIO 2;DE 6 A 10 ANOS;4;4;DETRATORES;36-45;1-4;Conta Corrente ou Poupança;negativo
40;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;4;2;DETRATORES;36-45;1-4;Retorno solicitações;negativo
19;M;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;4;6;DETRATORES;<25;1-4;Facilidade ou Burocracia;negativo
19;F;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;4;3;DETRATORES;<25;1-4;Tempo ou Agilidade atendimento;positivo
18;F;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;5;6;DETRATORES;<25;5-9;Benefícios;positivo
40;F;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;4;5;DETRATORES;36-45;1-4;Outros;neutro
22;M;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;5;0;DETRATORES;<25;5-9;Retorno solicitações;negativo
22;F;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;2;5;DETRATORES;<25;1-4;Uso App;neutro
35;M;INATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;2;6;DETRATORES;36-45;1-4;Facilidade ou Burocracia;negativo
34;M;ATIVO;PF;PF III;ALTO 1;DE 1 A 2 ANOS;2;0;DETRATORES;25-35;1-4;Benefícios;negativo
33;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;6;1;DETRATORES;25-35;5-9;Crédito, Empréstimo ou Financiamento;negativo
45;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;3;0;DETRATORES;46-55;1-4;Conta Corrente ou Poupança;negativo
32;F;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;7;0;DETRATORES;25-35;5-9;Facilidade ou Burocracia;negativo
38;F;ATIVO;PF;PF III;ALTO 2;DE 1 A 2 ANOS;5;6;DETRATORES;36-45;5-9;Conhecimento ou qualificação do atendente;negativo
36;F;ATIVO;PF;PF IV;ALTO 1;DE 1 A 2 ANOS;2;0;DETRATORES;36-45;1-4;Troca de gerente;neutro
31;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;6;5;DETRATORES;25-35;5-9;Atendimento em geral;negativo
30;F;ATIVO;PF;PF I;ALTO 1;DE 11 A 15 ANOS;2;5;DETRATORES;25-35;1-4;Atendimento em geral;negativo
26;F;ATIVO;AG;Familiar;BAIXO 1;DE 6 A 10 ANOS;9;5;DETRATORES;25-35;5-9;Benefícios;negativo
29;F;ATIVO;PF;PF I;DEFAULT;DE 6 A 10 ANOS;2;5;DETRATORES;25-35;1-4;Conta Corrente ou Poupança;negativo
27;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;9;1;DETRATORES;25-35;5-9;Outros;neutro
25;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;2;2;DETRATORES;25-35;1-4;Facilidade ou Burocracia;negativo
48;M;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;2;2;DETRATORES;46-55;1-4;Outros;negativo
34;F;INATIVO;PF;PF II;DEFAULT;DE 11 A 15 ANOS;0;3;DETRATORES;25-35;0;Disponibilidade contato;negativo
23;F;ATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;2;0;DETRATORES;<25;1-4;Facilidade ou Burocracia;neutro
30;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;3;2;DETRATORES;25-35;1-4;Facilidade ou Burocracia;negativo
63;M;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 6 A 10 ANOS;9;2;DETRATORES;56-70;5-9;Facilidade ou Burocracia;negativo
43;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;6;4;DETRATORES;36-45;5-9;Assertividade ou Orientação;negativo
49;F;ATIVO;PF;PF III;ALTO 1;ATÉ 12 MESES;3;3;DETRATORES;46-55;1-4;Facilidade ou Burocracia;negativo
40;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;5;5;DETRATORES;36-45;5-9;Outros;neutro
58;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;4;5;DETRATORES;56-70;1-4;Atendimento em geral;negativo
23;M;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;5;6;DETRATORES;<25;5-9;Uso App;neutro
66;M;ATIVO;PF;PF IV;BAIXO 1;ATÉ 12 MESES;5;4;DETRATORES;56-70;5-9;Confiabilidade da Coop;negativo
36;F;ATIVO;PF;PF II;;ATÉ 12 MESES;3;3;DETRATORES;36-45;1-4;Principalidade;negativo
62;F;ATIVO;AG;Familiar;BAIXO 1;A PARTIR DE 15 ANOS;0;0;DETRATORES;56-70;0;Atendimento em geral;positivo
58;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;6;5;DETRATORES;56-70;5-9;Atendimento em geral;negativo
26;M;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;2;2;DETRATORES;25-35;1-4;Funcionamento App;negativo
58;M;ATIVO;PF;PF II;DEFAULT;DE 3 A 5 ANOS;1;0;DETRATORES;56-70;1-4;Outros;neutro
52;M;INATIVO;PF;PF IV;BAIXO 2;A PARTIR DE 15 ANOS;0;0;DETRATORES;46-55;0;Facilidade ou Burocracia;negativo
60;M;ATIVO;PF;PF IV;BAIXO 2;DE 11 A 15 ANOS;7;5;DETRATORES;56-70;5-9;Facilidade ou Burocracia;negativo
27;M;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;1;6;DETRATORES;25-35;1-4;Comparação com outras IFs;negativo
51;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;4;6;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;positivo
45;F;INATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;1;0;DETRATORES;46-55;1-4;Atendimento em geral;negativo
56;M;INATIVO;PF;PF IV;BAIXO 2;DE 3 A 5 ANOS;3;1;DETRATORES;56-70;1-4;Conhecimento ou qualificação do atendente;negativo
57;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;4;5;DETRATORES;56-70;1-4;Benefícios;negativo
47;M;INATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;1;0;DETRATORES;46-55;1-4;Segurança;negativo
51;F;INATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;2;4;DETRATORES;46-55;1-4;Principalidade;negativo
43;F;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;3;5;DETRATORES;36-45;1-4;Outros;neutro
45;F;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;6;5;DETRATORES;46-55;5-9;Facilidade ou Burocracia;negativo
36;M;ATIVO;PF;PF IV;BAIXO 1;DE 11 A 15 ANOS;10;6;DETRATORES;36-45;10-14;Facilidade ou Burocracia;negativo
47;M;ATIVO;PF;PF IV;BAIXO 2;DE 3 A 5 ANOS;9;0;DETRATORES;46-55;5-9;Satisfação geral;negativo
46;M;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;4;5;DETRATORES;46-55;1-4;Atendimento em geral;positivo
55;M;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;3;3;DETRATORES;56-70;1-4;Funcionamento App;negativo
46;F;ATIVO;AG;Médio Produtor;BAIXO 2;DE 11 A 15 ANOS;8;3;DETRATORES;46-55;5-9;Satisfação geral;neutro
37;M;ATIVO;PF;PF II;MÉDIO 1;DE 6 A 10 ANOS;7;6;DETRATORES;36-45;5-9;Atendimento em geral;positivo
43;M;ATIVO;PF;PF III;BAIXO 2;DE 11 A 15 ANOS;1;1;DETRATORES;36-45;1-4;Confiabilidade da Coop;negativo
43;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;3;1;DETRATORES;36-45;1-4;Satisfação geral;negativo
41;M;ATIVO;AG;Familiar;BAIXÍSSIMO;A PARTIR DE 15 ANOS;10;5;DETRATORES;36-45;10-14;Comparação com outras IFs;negativo
38;M;ATIVO;PF;PF III;BAIXO 1;A PARTIR DE 15 ANOS;7;5;DETRATORES;36-45;5-9;Benefícios;neutro
30;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 11 A 15 ANOS;8;4;DETRATORES;25-35;5-9;Benefícios;positivo
39;F;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;0;0;DETRATORES;36-45;0;Atendimento em geral;positivo
26;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;4;2;DETRATORES;25-35;1-4;Principalidade;negativo
30;M;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;4;5;DETRATORES;25-35;1-4;Uso App;positivo
60;M;ATIVO;AG;Médio Produtor;BAIXO 2;ATÉ 12 MESES;2;6;DETRATORES;56-70;1-4;Atendimento em geral;neutro
54;M;ATIVO;AG;Médio Produtor;MÉDIO 1;DE 1 A 2 ANOS;2;2;DETRATORES;46-55;1-4;Outros;neutro
21;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;4;6;DETRATORES;<25;1-4;Conta Corrente ou Poupança;positivo
39;M;ATIVO;PF;PF II;ALTO 2;DE 11 A 15 ANOS;6;2;DETRATORES;36-45;5-9;Benefícios;positivo
32;M;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;2;4;DETRATORES;25-35;1-4;Disponibilidade contato;positivo
34;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;5;3;DETRATORES;25-35;5-9;Facilidade ou Burocracia;negativo
29;M;ATIVO;PF;PF IV;BAIXO 2;DE 1 A 2 ANOS;4;0;DETRATORES;25-35;1-4;Facilidade ou Burocracia;positivo
20;M;ATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;0;0;DETRATORES;<25;0;Retorno solicitações;negativo
29;M;ATIVO;PF;PF II;DEFAULT;DE 6 A 10 ANOS;3;5;DETRATORES;25-35;1-4;Cordialidade;negativo
32;M;INATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;0;0;DETRATORES;25-35;0;Retorno solicitações;negativo
34;F;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;3;0;DETRATORES;25-35;1-4;Benefícios da Cooperativa;negativo
40;M;INATIVO;PF;PF II;BAIXO 2;DE 11 A 15 ANOS;0;4;DETRATORES;36-45;0;Satisfação geral;negativo
39;M;ATIVO;PF;PF IV;BAIXO 2;DE 3 A 5 ANOS;0;5;DETRATORES;36-45;0;Comparação com outras IFs;negativo
43;M;ATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;3;0;DETRATORES;36-45;1-4;Facilidade ou Burocracia;negativo
38;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;8;4;DETRATORES;36-45;5-9;Facilidade ou Burocracia;negativo
41;F;ATIVO;PF;PF III;DEFAULT;DE 3 A 5 ANOS;5;2;DETRATORES;36-45;5-9;Satisfação geral;negativo
35;F;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;5;6;DETRATORES;36-45;5-9;Conhecimento ou qualificação do atendente;neutro
22;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;7;0;DETRATORES;<25;5-9;Benefícios;negativo
38;M;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;1;5;DETRATORES;36-45;1-4;Benefícios;negativo
41;F;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;5;5;DETRATORES;36-45;5-9;Uso App;negativo
19;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;0;1;DETRATORES;<25;0;Disponibilidade contato;neutro
19;M;ATIVO;PF;PF I;MÉDIO 1;DE 6 A 10 ANOS;8;5;DETRATORES;<25;5-9;Crédito, Empréstimo ou Financiamento;negativo
28;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 1 A 2 ANOS;1;0;DETRATORES;25-35;1-4;Cordialidade;negativo
36;M;ATIVO;PF;PF IV;ALTÍSSIMO;DE 3 A 5 ANOS;3;5;DETRATORES;36-45;1-4;Comparação com outras IFs;negativo
56;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;2;4;DETRATORES;56-70;1-4;Cartão de Crédito;negativo
